,lon,lat,h
247,112.709653052864,16.679935609967597,11.077036975020569
248,112.70965084810432,16.67995481393923,10.747938804220567
249,112.70964873367345,16.679974004882123,10.688325304700566
250,112.7096404264696,16.68005074216606,10.939144584140568
251,112.70959136893968,16.680492209556252,9.649898686924567
252,112.70957726900473,16.680620214923103,9.755546773756567
253,112.70956730146676,16.68070986258913,9.525666653980569
254,112.70956448145712,16.680735476557743,9.535677840548567
255,112.70955940460964,16.68078032429559,9.129903439380568
256,112.70955582993815,16.68081235698961,8.984678620876569
257,112.70954316791872,16.680927673498292,9.007352604380568
258,112.70952781348316,16.681062348698887,7.188174707884568
259,112.70950699953455,16.68126102021178,9.534552964660568
260,112.70950701126758,16.6812610185102,9.568851983324567
261,112.7094663851934,16.681646404676034,10.719978754300568
262,112.70945776132892,16.68172985072264,11.384798900940567
263,112.70943913549492,16.681903171995746,10.638661310780567
264,112.70942171478396,16.6820698472656,11.448860590220567
265,112.70942018664394,16.68208268854124,10.964420355900568
266,112.70941903966585,16.682095474333224,11.595124662180567
267,112.70941896253568,16.682095485264647,11.369573323180568
268,112.70941683850972,16.682114719056937,11.136649728700569
269,112.70940811071286,16.682197966918913,11.538186117820567
270,112.70937046274636,16.682555932588485,13.662042339340566
271,112.7093647317372,16.68260692234798,13.169447836300566
272,112.70931139710012,16.68309710808189,14.11655350614057
273,112.70930440800716,16.683160794562067,14.045524925420569
